"ID","text"
"Health04201","I feel pain in my legs muscles after I ran yesterday, I took some pain killers but it doesn't help."
"Health04202","I wake up at night feeling cold"
"Health04203","I feel pain in the knee"
"Health04204","Hearing any loud sounds makes my ear aches"
"Health04205","my ear hurts me badly"
"Health04206","He was discovered to have an open wound."
"Health04207","my ankle is hurting me"
"Health04208","I can't stop coughing"
"Health04209","I have a blurry vision after my head was hit yesterday."
"Health04210","When I play football I have muscle pain."
"Health04211","I feel heart pain when I walk a lot"
"Health04212","I noticed an important decrease in my vision when I try to look at things up close."
"Health04213","I have a rash on my skin"
"Health04214","I may have overdone it with the weightlifting, because I am afraid I may have torn a muscle on my back."
"Health04215","heart aches so much"
"Health04216","These red spots on my cheeks are new. What is it?"
"Health04217","i can't move my shoulder because of pain"
"Health04218","I feel hurts in my heart"
"Health04219","my shoulder is hurting me"
"Health04220","I've noticed my hair falling out a lot lately."
"Health04221","My joints feel swollen"
"Health04222","I feel a great pain in my shoulder joint and it does not go away"
"Health04223","My shoulder aches when I try to lift five pounds."
"Health04224","The feeling of coughing increases in winter's reach"
"Health04225","When I stand up too quickly I start to feel dizzy and light-headed"
"Health04226","My head is so heavy can't think normally"
"Health04227","i walked a long for 3 km, i feel pain in my foot like foot ache"
"Health04228","I can't turn my neck to the left without feeling a stabbing pain"
"Health04229","I have a head pain every single day."
"Health04230","I hit my head at the basketball game.  Could I have a concussion?"
"Health04231","I have some pain when i'm walking around my knees"
"Health04232","is my cut infected or just healing?"
"Health04233","I've got a hard time to breath- am I having a heart attack?"
"Health04234","Mr hair is falling out just by combing it."
"Health04235","My face has broken out in painful red spots and lumps, that no matter how much I clean my face don't seem to be going away."
"Health04236","I get chills and aches all over."
"Health04237","After walking I have some pain under my foot"
"Health04238","My stomach feels full and upset  and bloating after big meals."
"Health04239","I have the impression of having no strength in my body"
"Health04240","My heart is pumping fast and I'm having a hard time to breath."
"Health04241","I can't hear out of my ear properly, I feel like there is something in it causing irritation."
"Health04242","I have a scab on the back of my hand that just won't go away."
"Health04243","I have a dull ache in my stomach.  It gets worse after I eat."
"Health04244","My skin is very dry and peeling."
"Health04245","I was very active in sports but now my body is feeling pain."
"Health04246","I feel congestion in my chest"
"Health04247","I do not know why I feel cold"
"Health04248","I sliced myself deeply with a knife while I was cooking"
"Health04249","It feels like I can't take a deep breath"
"Health04250","The pain in my ear is unbearable."
"Health04251","I get clusters of pimples on my face that never go away."
"Health04252","i was travelling by ship and i feel dizzy."
"Health04253","i have difficulty moving my neck"
"Health04254","i cant breathe"
"Health04255","My daughter had her eyebrows threaded and it pulled an opening of skin in one of her brows that is now puffy and oozing."
"Health04256","My grandmother last year went to hospital because she was having a hard time breathing"
"Health04257","i have difficulty moving my neck"
"Health04258","I complain alot with my neck pain and i really need to be better"
"Health04259","I'm suffering from sharp cough Accompanied by  phlegm"
"Health04260","i can't move my leg, there is pain in the joint"
"Health04261","I have a split on my thumb that will not heal."
"Health04262","Chronic bowel Pain"
"Health04263","My knees ache on cold and rainy days."
"Health04264","I think my body temperature is very low."
"Health04265","i feel pain in my foot"
"Health04266","I get terrible headaches every few months and when I get them my vision is affected."
"Health04267","I feel pain in my right shoulder after the tennis match."
"Health04268","I feel suicidal."
"Health04269","I complain alot with skin allergy"
"Health04270","When I brush my hair I notice big clumps of hair coming out in the brush."
"Health04271","I can't see the sign I have a blurry vision"
"Health04272","I have tried to relief it but I can't"
"Health04273","I cut my hand a couple of days ago and although I didn't think I needed it stitches it hasn't closed up."
"Health04274","I have a dry skin"
"Health04275","I feel a pain in my neck"
"Health04276","I hve cut my finger because of playing football and I  to apply pain relief cream but it does not help"
"Health04277","I get clusters of pimples on my face that never go away."
"Health04278","My foot hurts me a lot of playing football"
"Health04279","I fell a stiffness in my elbows and shoulders"
"Health04280","I have tried to make massage on my foot but they still pain me"
"Health04281","I can't get a girlfriend because of my acne."
"Health04282","i cant breathe"
"Health04283","I feel a sharp pain in my ankle joint when I stand."
"Health04284","I was kicked in the head playing soccer last night."
"Health04285","I toppled over while jumping to catch the ball."
"Health04286","Even though I'm an adult my face keeps breaking out in pimples."
"Health04287","My chest break out with red pimples and whiteheads."
"Health04288","I've had this cough for two weeks."
"Health04289","Annoyance starts suddenly, often after an injury or exercise."
"Health04290","I feel pain in my neck while I'm working."
"Health04291","I complain alot with skin allergy"
"Health04292","I have an internal pain I cannot describe"
"Health04293","heavy breath with fatigue"
"Health04294","Chronic disease of hair follicles and sebaceous glands"
"Health04295","i am feeling so dizzy, body is so fragile."
"Health04296","My arm hurts when I stretch"
"Health04297","I feel discomfort throughout the body in general"
"Health04298","I feel cold although we are in summer."
"Health04299","i feel pain in my stomach"
"Health04300","My body feels weak and I tried to make it relax but it stills pain me"
"Health04301","His infected wound was beginning to rot."
"Health04302","I have a dull ache in my head"
"Health04303","i can't rotate my neck"
"Health04304","I feel pain when i think of her"
"Health04305","I'm not feeling good I can't take my breath"
"Health04306","i feel dizzy after severe diarrhea"
