"ID","text",,,
"Religion1108","@avnerarik @CorkyBottle @laielkha @WitchiestWytch @AnsrMax @sweposten @wisermann @g_morkert @inshallah1001 @mariamtayob @StephenDarori @sitizen_girl @TanyaGKasim @Jrod2110 @bad_bec @Harry1724 @unikgirl11 @MY_MUSLIM @MJS_007 @ccrc23 @Gaia_Eternal @dan90125 @AlBiRumi @aneesafilisteen @dublinactivist @misterpeace @AlCaselli @revhumanrights @realDonaldTrump @bano_sanjeeda @warrior4evermor @Ghalianno @corjoy @Betelgeuse100 @Ruthanasia @DocMartinDub @KamalaHarris @UNHumanRights @ifamericansknew @BDSmovement @jvplive @USCMO @CAIRNational @OIC_OCI @Shenaz10 @LinaSalem20 @salmacezanne @Zionocracy @TorahJews @USCongress Maybe about 20% of Israelis are non Jews because 
Israelis have not murdered them yet and stole their 
land. Your 20% is shrinking daily as Zionist, Israeli, 
Jews Destroy, steal, and kill on their way to a fucked 
up ""promise land"". Welcome to planet Earth, space 
man. #login",,,
"Religion1109","@idalsou they really out there supporting an anti muslim company..",,,
"Religion1110","@news24tvchannel she is not muslim 
correct you fact

A Fanatic Hindu wearing burkha and doing pooja",,,
"Religion1111","#AlKhidr_In_Islam Muslim scholars believe that al-Khidr can be recognized among many with his soft hands.
Visit the Satlok Ashram YouTube channel for more information. https://t.co/6F5YICA7xb",,,
"Religion1112","Kind of pains are not disturb to any ones,Christian  and Muslim communities  life threat one Mode and Joint one criminals governments  all activities band the International  people and leaders are immediately, humanitarian  request.",,,
"Religion1113","@KhaledBeydoun Sorry It's EX Muslim",,,
"Religion1114","@janinedigi She is responsible for the persecution of Burma Rohingya Muslim ...",,,
"Religion1115","@FiatLuxGenesis Sadly, we have another anti-pope of VII who continues to play politics. While inciting God’s divine wrath upon civilization. Until the Catholic Church is restored back to her earthly glory. Under the leadership of a truly holy &amp; courageous pope, expect more evil vices to flourish",,,
"Religion1116","That’s good news for the world bad news for the radical Islamist the fanatics and the terrorists! Besides we need Muslim World league to denounce clearly the barbarians terrorists as non Muslim! https://t.co/v5wAcPpx2w",,,
"Religion1117","Salam, to every Muslim ummah.",,,
"Religion1118","@AishaYesufu @sam_adeyemi Ma in sorry to ask , but I really want to learn something here...
From antecedents, I believe you 're a Muslim,  pls is your husband a Christian?",,,
"Religion1119","How's the tn police tolerating this ? Hindu and Muslim god's shown in the most obscene manner by this evr rat :(

https://t.co/PvgREBWgdp",,,
"Religion1120","@buzzthefash Yeah that definitely can be construed in a way as to promote destruction &amp; terrorism in the name of christian martyrdom. Ppl seem not to know exactly how much radical Christians are yearning for the exodus.  They're afraid of muslim terrxrists bc projection. If they feel (1/?)",,,
"Religion1121","“Why were they not targeting Nazi groups responsible for attacks on black, Jewish and Muslim people, instead of spying on the Anti-Nazi League?” 

Vad gör polisen i Sverige?
#spycops #Säpo

https://t.co/Z8RDuIVbGI",,,
"Religion1122","#AlKhidr_In_Islam
Al-Khidr i.e. the true mantra of Allah Kabir can also remove the penalty of karma
 ""Ali"" to the Muslim also al-Khidr mi.  Named him and said that this name (mantra) will also eliminate innumerable sins.
@SaintRampalJiM
Last Prophet Sant Rampal Ji https://t.co/FdOxFMoLd5",,,
"Religion1123","@chow_chow_bath @MichaelKugelman Two wrongs make on right?
Also, its really shameful when states become a party to terrorism against its own subjects, as moodi did in Gujrat and Delhi. 
And there is no such muslim attack in case of Delhi and Kashmir.
And who knows how correct the above report is.",,,
"Religion1124","You don't look or sound like a Muslim. https://t.co/3ZAMMys4Eq",,,
"Religion1125","@kthkay__ also r u a Muslim? if not dont speak over my religion and stop provoking me even more.",,,
"Religion1126","Ya Allah forgive our Sins and Ya Allah bless us with a pious Spouse. indeed you are the only provider and we rely only upon you.Ya Allah make ways easy for us..Ameen ya Allah 🕋
#Islam https://t.co/rplJd9lqNj",,,
"Religion1127","#AlKhidr_In_Islam Ali ""al-Khidr mi also to the Muslim. Named him and said that this name (mantra) would also end innumerable sins.
Visit the Satlok Ashram YouTube channel for more information. https://t.co/XubRxbiQVi",,,
"Religion1128","Retweet if you’re a proud Muslim https://t.co/P8qOGUAUzj",,,
"Religion1129","@KVcJqZJ5qUcJx00 @Needle222222 @EissaAF @RejaurKBhai21 @subboor18 Let the Jew/Christian man and the Muslim woman decide if they want their children to be raised Muslim or not ?",,,
"Religion1130","@Almoth2 @VishwaguruS @swati_gs yes most muslim only belives in other they don't try to fighure out things according to their own source and easily get influenced by who are master in circumlocution",,,
"Religion1131","@Rowdy9977 @PhoenixEmperor3 See if I say “Noel” is bad because he is a Muslim.
Akhil is bad because he is hindu 
Sohel is bad because he is Muslim. Or if I say Muslims are like that only , then it would be targeting religion. Gosh why am I even explaining it to you 🤦🏽‍♂️",,,
"Religion1132","@imMAK02 In Modi's Bharat you Muslim are third class citizens . Better convert into Hinduism cuz Pakistan will not take you.",,,
"Religion1133","@SaintRampalJiM #AlKhidr_In_Islam
Al-Khidr (Khizr)is God Kabir himself.
 He used to preach his true knowledge in the Muslim countries as a living Pir.Al-Khidr(God Kabir)is known and worshiped by different names in different civilizations today.

Last Prophet Sant RampalJi https://t.co/pO837FApfx",,,
"Religion1134","If you're from a Muslim-led charity or community organisation serving Muslim communities in London, book your place at this exclusive online event 🤩 https://t.co/U2QsqUAIYQ",,,
"Religion1135","@SaintRampalJiM #AlKhidr_In_Islam
Allahu Akbar Kabir God is mentioned in the Muslim religion book Fazaile Amaal. And this truth was told by spiritual leader Rampal Ji Maharaj Ji. He is the last messenger of God .

Last Prophet Sant Rampal Ji 
Visit Satlok Ashram YouTube Channel https://t.co/fM2Zzl7Hxq",,,
"Religion1136","@sankrant The Muslim man was innocent. He just followed the #ProphetMuhammad's order.

Sahih Muslim 21 a https://t.co/dpnfUTImdE",,,
"Religion1137","@MaidTinkerbell I’m ready to be a Muslim girl too",,,
"Religion1138","@olosunde3 @IsimaOdeh I'm not God o. But I know God exists and He created the Heavens and The Earth and the entire Universe. He is Omniscience and Omnipotent and He is sufficient for us. I love Him and I know He loves me too",,,
"Religion1139","@BBCNews creating bias reporting again. Gist is; whites are racist (old news). Better questions to ask, 'how many Muslim men would allow their daughters to marry non Muslim? Also, why do Muslim youths sell so many drugs in Uni's across Northern UK? (&amp; pester young white girls) https://t.co/y9dfpq9QEw",,,
"Religion1140","I have never doubted my faith alhamdulillah. But I always have the feeling that I’m not doing enough as a Muslim, like I have a lot of room for improvement in my Deen. https://t.co/y4OSxexdRn",,,
"Religion1141","@laurenjadepope @diamond_feliz Hi love I pray better days for you 💕💕💕",,,
"Religion1142","@TheQuartering right, like I think there is an ENTIRE RELIGION who do this like Door-To-Door.",,,
"Religion1143","Supreme Court justice warns, “Religious liberty is fast becoming a disfavored right”: What matters most cannot be taken from us https://t.co/fTKAFNUzOq",,,
"Religion1144","@_mutiatt so sorry Mutiat, I pray you find comfort❤️",,,
"Religion1145","@syed_mumin @tweet2rdsp @IndianBotanist @Aabhas24 In Hinduism God doesnt speak too much abt tiny/stupid stuff, primarily Upanishads describe God &amp; while they r 3000 yrs old, like Chandogya/NBrihadaranyaka, they still create one of the best idea of God/world
But no religion can even dream of what all Hinduism says, it has",,,
"Religion1146","There is nothing that I pray more for 🥺",,,
"Religion1147","@missionkaali Its called Appropriation of religion they are thieves and after normalising Jesus as Jagdish.....absolutely disgusting and not acceptable",,,
"Religion1148","@drreidstrauma ty for your prayer they are much appreciated 💕",,,
"Religion1149","I really hope and pray that everyone has a safe thanksgiving and Christmas 🙏🏽",,,
"Religion1150","@nanyajita I get it now. I'm on like limit, but I like what you said. I'm so used to having religious people say this that I got defensive. You're right.",,,
"Religion1151","Reminder that secularists like Macron who talk about 'freedom of religion' really mean 'freedom from religion'. If you're Catholic, they are just as opposed to your religion as any other. https://t.co/9gvrJfv0oC",,,
"Religion1152","@nicholas_dyke @bluesworldtour2 Not inherently the same but undeniably very closely related concepts. You can't have zionism without judaism. Some would argue you can't have judaism without zionism.
Judaism is the ethnicity/religion, zionism is the tactic to better judaism's position.",,,
"Religion1153","Backward social atmosphere. Until then it's too late. She has changed the religion to marry him. Opressive conservative behaviour can suffocate the very soul out of u. This all is just part of the parcel if u marry out of ur religion at this time in India (not all cases).",,,
"Religion1154","@Nervardia I made a decision to not teach my kids about religion until they ask, I felt that teaching them atheism at a young age would be no different that feeding them religion. I know atheism is way less damaging but I just couldn’t reconcile in my brain doing something I’m against",,,
"Religion1155","@thedailybeast You do know why religious missions exist, right?  What the word ""evangelical"" means, right?",,,
"Religion1156","@OneADONAIOne @desiringGod Mark 14:61-62
61 But Jesus remained silent and gave no answer
Again the high priest asked him, “Are you the Messiah, the Son of the Blessed One?”
62 “I am,” said Jesus “And you will see the Son of Man sitting at the right hand of the Mighty One and coming on the clouds of heaven”",,,
"Religion1157","@NewAgeMonaLisa @FrankAmari2 @realDonaldTrump @JoeBiden It’s funny how these religious types who quote the Bible for the past four years in support/defense of Trump always seem to forget “Thy shall not commit adultery” and “Thy shall not bear false witness against thy neighbor.” But I guess that doesn’t matter when it’s your guy.",,,
"Religion1158","@PatriotActive66 we were locked down for Easter,  the most religious festival for Christians",,,
"Religion1159","The best spiritual organisation in this world is @derasachasauda. The volunteers with the guidance of #SaintDrMSG helping everyone without asking their caste or religion. They said that, we all are one and our God is one.
#SpiritualHubForMillions 
https://t.co/cgNQWqRBDy",,,
"Religion1160","@Taimur_Laal Every one is preached his religion is the best others should follow it.",,,
"Religion1161","@BoardofDeputies @UKLabour So forgiveness is not part of your religion then? How long do you decree punishment should last for?",,,
"Religion1162","God I pray you cover my life and the life of my loved ones in our going out and coming in amen.
-🙏🏽",,,
"Religion1163","Church made Christianity a mad mob religion. True Jesus is not the one Church is portraying. In India, people say that rich missionaries are sent to villages with the aim of religious conversion.",,,
"Religion1164","@KaitMarieox You’re religious beliefs shouldn’t effect ANYONE ELSE.",,,
"Religion1165","please pray please pray please pray",,,
"Religion1166","@enginelover15 @TinyFink13 @jinitify @mashallahjin And all of that evidence simply can’t be taught here in a Twitter thread. I was once an atheist. I never cared about religion or God. I just wanted to be happy and love myself. Lol look at me now sharing the gospel, can’t make this up. Jesus lives.",,,
"Religion1167","Ah religious people.

""The bible says no homosexuality!""

No. The bible says no pedos. It was just translated wrong so all those priests could feel okay with doing horrible things to children. https://t.co/l3FQae2Z55",,,
"Religion1168","“Christianity is really just #freedom of #Religion. You get to choose how you serve God.” #Theology #Denomination #AME #Baptist #Methodist #Catholic #IUIC #Truth #Wisdom https://t.co/AEEFC6yvNB",,,
